Standardized_names,naturalized_status,min_record_year_cvh,residence_time_to_2020,prop_type,prop_data_source,chklst_prov_num,bg_num,Height_max_max,Height_max_data_source_tog,Life_form_new,LF_data_source,tip.label,tip.order,match.type,TPL_Family,TPL_New.Genus,TPL_New.Hybrid.marker,TPL_New.Species,TPL_New.Infraspecific.rank,TPL_New.Infraspecific,TPL_New.Authority,TPL_New.ID,TPL_New.Taxonomic.status,TPL_Date,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,biomod2_used_names,hab_suit_prop_min,hab_suit_prop_max,ali_new_status,X1,X2,X3,X4,X5,X6,X7,X8,X9,new_sum.L3.code,new_sum.L2.code,new_sum.L1.code
Amphilophium buccinatorium,0,NA,NA,3,DavesGarden/ EGF2,1,0,12,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Amphilophium_buccinatorium,4331,directly matched,Bignoniaceae,Amphilophium,NA,buccinatorium,NA,NA,(DC.) L.G.Lohmann,kew-320937,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Amphilophium buccinatorium,0.000115543,0.020884485,0,0,0,0,0,0,0,1,0,0,4,1,1
Amphilophium crucigerum,0,NA,NA,NA,DavesGarden,0,0,12,DavesGarden,2,TPL_Tiplabels_LF_fine,Amphilophium_crucigerum,4329,directly matched,Bignoniaceae,Amphilophium,NA,crucigerum,NA,NA,(L.) L.G.Lohmann,kew-320940,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Amphilophium crucigerum,0.010110055,0.035702938,0,0,0,0,0,0,0,1,1,0,32,7,2
Amphilophium cynanchoides,0,NA,NA,NA,DavesGarden,1,1,6,DavesGarden,NA,TPL_Tiplabels_LF_fine,Amphilophium_cynanchoides,4323,species added to genus root,Bignoniaceae,Amphilophium,NA,cynanchoides,NA,NA,(DC.) L.G.Lohmann,kew-320942,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphilophium paniculatum,0,NA,NA,NA,NA,0,0,NA,NA,2,TPL_Tiplabels_LF_fine,Amphilophium_paniculatum,4330,directly matched,Bignoniaceae,Amphilophium,NA,paniculatum,NA,NA,(L.) Kunth,kew-319459,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Amphilophium paniculatum,0.005257229,0.018140328,0,0,0,0,0,0,0,1,1,0,32,7,2
Amsonia hubrichtii,0,NA,NA,3,DavesGarden,2,1,0.9,DavesGarden,2,TPL_Tiplabels_LF_fine,Amsonia_hubrichtii,5154,directly matched,Apocynaceae,Amsonia,NA,hubrichtii,NA,NA,Woodson,kew-8453,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2,2,1
Amsonia illustris,0,NA,NA,3,DavesGarden/ EGF2,1,1,1.2,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Amsonia_illustris,5155,directly matched,Apocynaceae,Amsonia,NA,illustris,NA,NA,Woodson,kew-8454,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Amsonia illustris,0.000144429,0.006239348,0,0,0,0,0,0,0,1,0,0,5,3,1
Amsonia tabernaemontana,0,NA,NA,3,DavesGarden/ EGF2,5,5,1,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Amsonia_tabernaemontana,5153,directly matched,Apocynaceae,Amsonia,NA,tabernaemontana,NA,NA,Walter,kew-8474,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Amsonia tabernaemontana,0.035991796,0.08018718,0,0,0,0,0,0,0,1,0,0,20,5,1
Amydrium humile,0,NA,NA,NA,NA,3,3,NA,NA,2,TPL_Tiplabels_LF_fine,Amydrium_humile,13069,directly matched,Araceae,Amydrium,NA,humile,NA,NA,Schott,kew-8487,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2,1,1
Anacampseros albidiflora,0,NA,NA,NA,NA,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_albidiflora,8186,matched after tpl standardization of phylogeny,Anacampserotaceae,Anacampseros,NA,albidiflora,NA,NA,Poelln.,kew-2635709,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros albissima,0,NA,NA,3,EGF2,1,0,NA,NA,3,TPL_Tiplabels_LF_fine,Anacampseros_albissima,8177,directly matched,Anacampserotaceae,Anacampseros,NA,albissima,NA,NA,Marloth,kew-2635711,Accepted,2019/3/24 0:00,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros alstonii,0,NA,NA,3,DavesGarden/ EGF2,3,1,0.15,DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_alstonii,8165,species added to genus root,Anacampserotaceae,Anacampseros,NA,alstonii,NA,NA,Sch<U+00F6>nland,kew-2635713,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros arachnoides,0,NA,NA,3,DavesGarden/ EGF2,5,5,0.05,EGF2,2,TPL_Tiplabels_LF_fine,Anacampseros_arachnoides,8170,directly matched,Anacampserotaceae,Anacampseros,NA,arachnoides,NA,NA,(Haw.) Sims,kew-2635720,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros coahuilensis,0,NA,NA,NA,NA,1,1,NA,NA,3,TPL_Tiplabels_LF_fine,Anacampseros_coahuilensis,8178,directly matched,Anacampserotaceae,Anacampseros,NA,coahuilensis,NA,NA,(S.Watson) Eggli & Nyffeler,kew-2899361,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Anacampseros crinita,0,NA,NA,NA,DavesGarden,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Anacampseros_crinita,8166,species added to genus root,Anacampserotaceae,Anacampseros,NA,crinita,NA,NA,Dinter,kew-2635748,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros filamentosa,0,NA,NA,3,DavesGarden/ EGF2,2,2,0.15,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_filamentosa,8173,directly matched,Anacampserotaceae,Anacampseros,NA,filamentosa,NA,NA,(Haw.) Sims,kew-2635759,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anacampseros filamentosa,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1
Anacampseros herreana,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Anacampseros_herreana,8185,matched after tpl standardization of phylogeny,Anacampserotaceae,Anacampseros,NA,herreana,NA,NA,Poelln.,kew-2635766,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros kurtzii,0,NA,NA,NA,NA,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_kurtzii,8182,directly matched,Anacampserotaceae,Anacampseros,NA,kurtzii,NA,NA,Bacig.,kew-2635774,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2,2,1
Anacampseros namaquensis,0,NA,NA,NA,DavesGarden,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Anacampseros_namaquensis,8174,matched after tpl standardization of phylogeny,Anacampserotaceae,Anacampseros,NA,namaquensis,NA,NA,H.Pearson & Stephens,kew-2635795,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros papyracea,0,NA,NA,3,DavesGarden/ EGF2,3,1,0.15,DavesGarden,3,TPL_Tiplabels_LF_fine,Anacampseros_papyracea,8181,directly matched,Anacampserotaceae,Anacampseros,NA,papyracea,NA,NA,E.Mey. ex Fenzl,kew-2635803,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros quinaria,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.15,DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_quinaria,8180,directly matched,Anacampserotaceae,Anacampseros,NA,quinaria,NA,NA,E.Mey. ex Fenzl,kew-2635821,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros recurvata subsp. buderiana,0,NA,NA,3,EGF2,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_recurvata_subsp._buderiana,8167,species added to genus root,Anacampserotaceae,Anacampseros,NA,recurvata,subsp.,buderiana,(Poelln.) Gerbaulet,kew-2635826,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros retusa,0,NA,NA,3,DavesGarden,2,2,0.15,DavesGarden,3,TPL_Tiplabels_LF_fine,Anacampseros_retusa,8175,directly matched,Anacampserotaceae,Anacampseros,NA,retusa,NA,NA,Poelln.,kew-2635829,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Anacampseros rhodesica,0,NA,NA,NA,DavesGarden,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Anacampseros_rhodesica,8183,matched after tpl standardization of phylogeny,Anacampserotaceae,Anacampseros,NA,rhodesica,NA,NA,N.E.Br.,kew-2635834,Accepted,2019/3/24 0:00,0,0,0,0,1,0,0,1,0,1,3,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4,2,1
Anacampseros rufescens,0,NA,NA,3,DavesGarden/ EGF2,8,7,0.15,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_rufescens,8179,directly matched,Anacampserotaceae,Anacampseros,NA,rufescens,NA,NA,(Haw.) Sweet,kew-2635841,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros subnuda,0,NA,NA,NA,NA,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_subnuda,8172,directly matched,Anacampserotaceae,Anacampseros,NA,subnuda,NA,NA,Poelln.,kew-2635858,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4,2,1
Anacampseros telephiastrum,0,NA,NA,3,DavesGarden/ EGF2,4,3,0.15,DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_telephiastrum,8171,directly matched,Anacampserotaceae,Anacampseros,NA,telephiastrum,NA,NA,DC.,kew-2635863,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,3,1,1
Anacampseros tomentosa,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_tomentosa,8168,species added to genus root,Anacampserotaceae,Anacampseros,NA,tomentosa,NA,NA,A.Berger,kew-2635868,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros ustulata,0,NA,NA,3,DavesGarden,1,1,0.15,DavesGarden,2,TPL_Tiplabels_LF_fine,Anacampseros_ustulata,8184,directly matched,Anacampserotaceae,Anacampseros,NA,ustulata,NA,NA,E.Mey. ex Fenzl,kew-2635874,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Anacampseros vulcanensis,0,NA,NA,NA,NA,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anacampseros_vulcanensis,8176,directly matched,Anacampserotaceae,Anacampseros,NA,vulcanensis,NA,NA,A<U+00F1>on,kew-2635881,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Anacampseros wischkonii,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Anacampseros_wischkonii,8169,species added to genus root,Anacampserotaceae,Anacampseros,NA,wischkonii,NA,NA,Dinter & Poelln.,kew-2635883,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacamptis morio,0,NA,NA,NA,DavesGarden,1,0,0.4,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Anacamptis_morio,11757,species added to genus root,Orchidaceae,Anacamptis,NA,morio,NA,NA,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",kew-8585,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Anacamptis morio,0.008983506,0.054767613,0,1,1,1,0,0,0,0,0,0,44,8,3
Anacardium occidentale,0,1956,64,3,DavesGarden/ EGF2,11,10,12,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Anacardium_occidentale,2426,directly matched,Anacardiaceae,Anacardium,NA,occidentale,NA,NA,L.,kew-2635912,Accepted,2019/3/24 0:00,1,1,1,1,1,1,1,1,1,1,10,Anacardium occidentale,0.000115543,0.001906468,1,0,0,0,0,0,0,0,1,0,13,4,1
Anadenanthera colubrina,0,NA,NA,NA,NA,2,2,NA,NA,3,TPL_Tiplabels_LF_fine,Anadenanthera_colubrina,1928,directly matched,Leguminosae,Anadenanthera,NA,colubrina,NA,NA,(Vell.) Brenan,ild-15863,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,1,2,Anadenanthera colubrina,0.016118317,0.02567954,0,0,0,0,0,0,0,0,1,0,10,3,1
Anadenanthera colubrina var. cebil,0,NA,NA,NA,NA,1,1,NA,NA,3,TPL_Tiplabels_LF_fine,Anadenanthera_colubrina_var._cebil,1926,species added to genus root,Leguminosae,Anadenanthera,NA,colubrina,var.,cebil,(Griseb.) Altschul,ild-33897,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anadenanthera colubrina cebil,0.016667148,0.025044051,0,0,0,0,0,0,0,0,1,0,10,3,1
Anadenanthera peregrina,0,NA,NA,NA,DavesGarden,1,1,NA,NA,3,TPL_Tiplabels_LF_fine,Anadenanthera_peregrina,1927,directly matched,Leguminosae,Anadenanthera,NA,peregrina,NA,NA,(L.) Speg.,ild-15864,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,1,1,5,Anadenanthera peregrina,0.000115543,0.007337011,0,0,0,0,0,0,0,0,1,0,18,5,1
Anagallis arvensis,1,1900,120,3,DavesGarden/ EGF2,4,4,0.5,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Anagallis_arvensis,6198,directly matched,Primulaceae,Anagallis,NA,arvensis,NA,NA,L.,kew-2636008,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anagallis arvensis,0.159507785,0.210318033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anagallis monelli,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.6,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Anagallis_monelli,6199,directly matched,Primulaceae,Anagallis,NA,monelli,NA,NA,L.,kew-2636090,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anagallis monelli,0.019180219,0.054767613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ananas ananassoides,0,NA,NA,2,DavesGarden,2,2,0.9,DavesGarden,2,TPL_Tiplabels_LF_fine,Ananas_ananassoides,10433,directly matched,Bromeliaceae,Ananas,NA,ananassoides,NA,NA,(Baker) L.B.Sm.,kew-219649,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Ananas ananassoides,0.001386522,0.003321875,0,0,0,0,0,0,0,0,1,0,15,5,1
Ananas bracteatus,0,NA,NA,2,DavesGarden/ EGF2,5,7,0.9,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Ananas_bracteatus,10434,directly matched,Bromeliaceae,Ananas,NA,bracteatus,NA,NA,(Lindl.) Schult. & Schult.f.,kew-219656,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Ananas bracteatus,0.003264104,0.00811693,0,0,0,0,0,0,0,0,1,0,8,3,1
Ananas comosus,0,1928,92,3,DavesGarden/ EGF2,14,18,1.8,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Ananas_comosus,10432,directly matched,Bromeliaceae,Ananas,NA,comosus,NA,NA,(L.) Merr.,kew-219669,Accepted,2019/3/24 0:00,0,1,0,1,1,0,1,0,0,0,4,Ananas comosus,0.009416794,0.0314856,1,0,0,0,0,0,0,0,1,0,17,5,1
Ananas lucidus,0,NA,NA,3,DavesGarden,0,0,0.9,DavesGarden,NA,TPL_Tiplabels_LF_fine,Ananas_lucidus,10435,matched after tpl standardization of phylogeny,Bromeliaceae,Ananas,NA,lucidus,NA,NA,Mill.,kew-219688,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6,3,1
Ananas parguazensis,0,NA,NA,NA,NA,2,1,NA,NA,2,TPL_Tiplabels_LF_fine,Ananas_parguazensis,10213,species added to genus root,Bromeliaceae,Ananas,NA,parguazensis,NA,NA,Camargo & L.B.Sm.,kew-219710,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Ananas parguazensis,0,2.89E-05,0,0,0,0,0,0,0,0,1,0,6,3,1
Anaphalioides bellidioides,0,NA,NA,2,DavesGarden/ EGF2,1,0,0.2,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Anaphalioides_bellidioides,5553,directly matched,Compositae,Anaphalioides,NA,bellidioides,NA,NA,(G.Forst.) Glenny,gcc-24724,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anaphalioides bellidioides,0,0.000779919,0,0,0,0,0,1,0,0,0,0,4,1,1
Anathallis acuminata,0,NA,NA,3,DavesGarden,1,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Anathallis_acuminata,12243,directly matched,Orchidaceae,Anathallis,NA,acuminata,NA,NA,(Kunth) Pridgeon & M.W.Chase,kew-219782,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anathallis acuminata,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anathallis adenochila,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_adenochila,12239,directly matched,Orchidaceae,Anathallis,NA,adenochila,NA,NA,(Loefgr.) F.Barros,kew-219783,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3,2,1
Anathallis aristulata,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_aristulata,12238,directly matched,Orchidaceae,Anathallis,NA,aristulata,NA,NA,(Lindl.) Luer,kew-371944,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Anathallis dryadum,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_dryadum,12244,directly matched,Orchidaceae,Anathallis,NA,dryadum,NA,NA,(Schltr.) F.Barros,kew-219813,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2,1,1
Anathallis linearifolia,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_linearifolia,12235,directly matched,Orchidaceae,Anathallis,NA,linearifolia,NA,NA,(Cogn.) Pridgeon & M.W.Chase,kew-219838,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3,2,1
Anathallis microgemma,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_microgemma,12237,directly matched,Orchidaceae,Anathallis,NA,microgemma,NA,NA,(Schltr. ex Hoehne) Pridgeon & M.W.Chase,kew-219846,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anathallis piratiningana,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_piratiningana,12236,directly matched,Orchidaceae,Anathallis,NA,piratiningana,NA,NA,(Hoehne) F.Barros,kew-219864,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2,1,1
Anathallis rubens,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_rubens,12241,directly matched,Orchidaceae,Anathallis,NA,rubens,NA,NA,(Lindl.) Pridgeon & M.W.Chase,kew-219874,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anathallis rubens,0,0.003235218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anathallis sclerophylla,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_sclerophylla,12240,directly matched,Orchidaceae,Anathallis,NA,sclerophylla,NA,NA,(Lindl.) Pridgeon & M.W.Chase,kew-219878,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Anathallis sclerophylla,0.000548832,0.002195326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anathallis seriata,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Anathallis_seriata,11774,species added to genus root,Orchidaceae,Anathallis,NA,seriata,NA,NA,(Lindl.) Luer & Toscano,kew-456333,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anathallis sertularioides,0,NA,NA,NA,NA,2,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anathallis_sertularioides,12242,directly matched,Orchidaceae,Anathallis,NA,sertularioides,NA,NA,(Sw.) Pridgeon & M.W.Chase,kew-219879,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,15,6,2
Anaxagorea javanica,0,2007,13,NA,NA,1,1,NA,NA,3,TPL_Tiplabels_LF_fine,Anaxagorea_javanica,13269,directly matched,Annonaceae,Anaxagorea,NA,javanica,NA,NA,Blume,kew-2636371,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,1,0,0,2,Anaxagorea javanica,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1
Anchomanes abbreviatus,0,NA,NA,NA,NA,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Anchomanes_abbreviatus,13187,species added to genus root,Araceae,Anchomanes,NA,abbreviatus,NA,NA,Engl.,kew-8731,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,3,2,1
Anchusa azurea,0,1938,82,3,DavesGarden/ EGF2,3,2,1.8,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Anchusa_azurea,3855,directly matched,Boraginaceae,Anchusa,NA,azurea,NA,NA,Mill.,kew-2636472,Accepted,2019/3/24 0:00,0,1,0,0,1,1,1,1,0,0,5,Anchusa azurea,0.008030272,0.048152748,1,1,1,1,1,0,0,0,0,0,40,10,4
Anchusa capensis,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.6,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Anchusa_capensis,3854,directly matched,Boraginaceae,Anchusa,NA,capensis,NA,NA,Thunb.,kew-2636491,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Anchusa capensis,0.006585979,0.029636905,0,0,1,0,0,0,0,0,0,0,5,1,1
Anchusa officinalis,0,1925,95,1,DavesGarden/ EGF2,2,2,1,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Anchusa_officinalis,3853,directly matched,Boraginaceae,Anchusa,NA,officinalis,NA,NA,L.,kew-2636606,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Anchusa officinalis,0.002281984,0.043762096,0,1,0,1,0,0,0,0,0,0,30,8,2
Ancistrochilus rothschildianus,0,NA,NA,3,DavesGarden,1,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Ancistrochilus_rothschildianus,12524,directly matched,Orchidaceae,Ancistrochilus,NA,rothschildianus,NA,NA,O'Brien,kew-8748,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,12,3,1
Ancistrochilus thomsonianus,0,NA,NA,NA,NA,0,0,NA,NA,2,TPL_Tiplabels_LF_fine,Ancistrochilus_thomsonianus,12525,directly matched,Orchidaceae,Ancistrochilus,NA,thomsonianus,NA,NA,(Rchb.f.) Rolfe,kew-8749,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,7,2,1
Andira fraxinifolia,0,NA,NA,NA,NA,1,1,NA,NA,3,TPL_Tiplabels_LF_fine,Andira_fraxinifolia,1797,directly matched,Leguminosae,Andira,NA,fraxinifolia,NA,NA,Benth.,ild-15871,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,1,0,0,2,Andira fraxinifolia,0.000722147,0.001704266,0,0,0,0,0,0,0,0,1,0,4,1,1
